Gene Name,Combinations,Diseases,ICD-10 ID,Partner Genes
PRICKLE1,OLI685,Holoprosencephaly,Q04.2,IFT172; PRICKLE1
IFT172,OLI685,Holoprosencephaly,Q04.2,IFT172; PRICKLE1
MKS1,OLI686,Holoprosencephaly,Q04.2,CELSR1; LRP2; MKS1; SHH
SHH,OLI686,Holoprosencephaly,Q04.2,CELSR1; LRP2; MKS1; SHH
CELSR1,OLI686,Holoprosencephaly,Q04.2,CELSR1; LRP2; MKS1; SHH
LRP2,OLI686,Holoprosencephaly,Q04.2,CELSR1; LRP2; MKS1; SHH
SIX3,OLI687,Holoprosencephaly,Q04.2,SIX3; TCTN3; TULP3
TULP3,OLI687,Holoprosencephaly,Q04.2,SIX3; TCTN3; TULP3
TCTN3,OLI687,Holoprosencephaly,Q04.2,SIX3; TCTN3; TULP3
ITGB3,OLI688,Autosomal dominant macrothrombocytopenia,D69.4,ITGB3; TUBB1
ITGB3,OLI688,Glanzmann thrombasthenia,D69.1,ITGB3; TUBB1
TUBB1,OLI688,Autosomal dominant macrothrombocytopenia,D69.4,ITGB3; TUBB1
TUBB1,OLI688,Glanzmann thrombasthenia,D69.1,ITGB3; TUBB1
PROKR2,OLI689,Normosmic congenital hypogonadotropic hypogonadism,E23.0,CHD7; FGFR1; PROKR2
CHD7,OLI689,Normosmic congenital hypogonadotropic hypogonadism,E23.0,CHD7; FGFR1; PROKR2
FGFR1,OLI689,Normosmic congenital hypogonadotropic hypogonadism,E23.0,CHD7; FGFR1; PROKR2
PCMT1,OLI690,Isolated anencephaly,N.A.,ALDH1L1; PCMT1
ALDH1L1,OLI690,Isolated anencephaly,N.A.,ALDH1L1; PCMT1
PDGFRA,OLI691,Isolated anencephaly,N.A.,INVS; PDGFRA; SARDH
INVS,OLI691,Isolated anencephaly,N.A.,INVS; PDGFRA; SARDH
SARDH,OLI691,Isolated anencephaly,N.A.,INVS; PDGFRA; SARDH
PTCH1,OLI692,Isolated anencephaly,N.A.,DCHS1; PTCH1
DCHS1,OLI692,Isolated anencephaly,N.A.,DCHS1; PTCH1
WNT9A,OLI693,Isolated anencephaly,N.A.,CXCL6; WNT9A
CXCL6,OLI693,Isolated anencephaly,N.A.,CXCL6; WNT9A
FOLR3,OLI694,Isolated anencephaly,N.A.,ALDH1L1; FOLR3
ALDH1L1,OLI694,Isolated anencephaly,N.A.,ALDH1L1; FOLR3
ERCC2,OLI695,Isolated anencephaly,N.A.,ERCC2; FAT4
FAT4,OLI695,Isolated anencephaly,N.A.,ERCC2; FAT4
PTCH1,OLI696,Isolated anencephaly,N.A.,ALDH1L1; FAT4; PCYT1A; PTCH1; ZIC3
ALDH1L1,OLI696,Isolated anencephaly,N.A.,ALDH1L1; FAT4; PCYT1A; PTCH1; ZIC3
ZIC3,OLI696,Isolated anencephaly,N.A.,ALDH1L1; FAT4; PCYT1A; PTCH1; ZIC3
PCYT1A,OLI696,Isolated anencephaly,N.A.,ALDH1L1; FAT4; PCYT1A; PTCH1; ZIC3
FAT4,OLI696,Isolated anencephaly,N.A.,ALDH1L1; FAT4; PCYT1A; PTCH1; ZIC3
SHH,OLI697,Craniorachischisis,Q00.1,DCHS1; SHH
DCHS1,OLI697,Craniorachischisis,Q00.1,DCHS1; SHH
CRABP2,OLI698,Isolated anencephaly,N.A.,CELSR1; CRABP2; CUBN; PRICKLE4
PRICKLE4,OLI698,Isolated anencephaly,N.A.,CELSR1; CRABP2; CUBN; PRICKLE4
CUBN,OLI698,Isolated anencephaly,N.A.,CELSR1; CRABP2; CUBN; PRICKLE4
CELSR1,OLI698,Isolated anencephaly,N.A.,CELSR1; CRABP2; CUBN; PRICKLE4
SHROOM3,OLI699,Isolated anencephaly,N.A.,CELSR2; DLC1; FZD6; MTHFD1; SHROOM3
MTHFD1,OLI699,Isolated anencephaly,N.A.,CELSR2; DLC1; FZD6; MTHFD1; SHROOM3
FZD6,OLI699,Isolated anencephaly,N.A.,CELSR2; DLC1; FZD6; MTHFD1; SHROOM3
DLC1,OLI699,Isolated anencephaly,N.A.,CELSR2; DLC1; FZD6; MTHFD1; SHROOM3
CELSR2,OLI699,Isolated anencephaly,N.A.,CELSR2; DLC1; FZD6; MTHFD1; SHROOM3
CUBN,OLI700,Isolated anencephaly,N.A.,CUBN; XRCC1
XRCC1,OLI700,Isolated anencephaly,N.A.,CUBN; XRCC1
SMURF1,OLI701,Isolated anencephaly,N.A.,CAT; CELSR2; CELSR3; DCHS1; SMURF1
CELSR3,OLI701,Isolated anencephaly,N.A.,CAT; CELSR2; CELSR3; DCHS1; SMURF1
DCHS1,OLI701,Isolated anencephaly,N.A.,CAT; CELSR2; CELSR3; DCHS1; SMURF1
CAT,OLI701,Isolated anencephaly,N.A.,CAT; CELSR2; CELSR3; DCHS1; SMURF1
CELSR2,OLI701,Isolated anencephaly,N.A.,CAT; CELSR2; CELSR3; DCHS1; SMURF1
ROR2,OLI702,Isolated anencephaly,N.A.,ARID1A; ROR2
ARID1A,OLI702,Isolated anencephaly,N.A.,ARID1A; ROR2
ALDH1L1,OLI703,Isolated anencephaly,N.A.,ALDH1L1; FTCD; SALL2; SCRIB
SALL2,OLI703,Isolated anencephaly,N.A.,ALDH1L1; FTCD; SALL2; SCRIB
FTCD,OLI703,Isolated anencephaly,N.A.,ALDH1L1; FTCD; SALL2; SCRIB
SCRIB,OLI703,Isolated anencephaly,N.A.,ALDH1L1; FTCD; SALL2; SCRIB
DAAM1,OLI704,Craniorachischisis,Q00.1,CELSR2; DAAM1; DNMT1; MEN1
MEN1,OLI704,Craniorachischisis,Q00.1,CELSR2; DAAM1; DNMT1; MEN1
CELSR2,OLI704,Craniorachischisis,Q00.1,CELSR2; DAAM1; DNMT1; MEN1
DNMT1,OLI704,Craniorachischisis,Q00.1,CELSR2; DAAM1; DNMT1; MEN1
ZNRF3,OLI705,Isolated anencephaly,N.A.,SALL4; ZNRF3
SALL4,OLI705,Isolated anencephaly,N.A.,SALL4; ZNRF3
MTHFR,OLI706,Isolated anencephaly,N.A.,FZD2; MTHFR; SLC2A1
SLC2A1,OLI706,Isolated anencephaly,N.A.,FZD2; MTHFR; SLC2A1
FZD2,OLI706,Isolated anencephaly,N.A.,FZD2; MTHFR; SLC2A1
DCHS1,OLI707,Isolated anencephaly,N.A.,DAAM1; DCHS1; SETD2
SETD2,OLI707,Isolated anencephaly,N.A.,DAAM1; DCHS1; SETD2
DAAM1,OLI707,Isolated anencephaly,N.A.,DAAM1; DCHS1; SETD2
SFRP5,OLI708,Isolated anencephaly,N.A.,FAT4; SFRP5
FAT4,OLI708,Isolated anencephaly,N.A.,FAT4; SFRP5
MTHFR,OLI709,Isolated anencephaly,N.A.,GLDC; MTHFR
GLDC,OLI709,Isolated anencephaly,N.A.,GLDC; MTHFR
DVL3,OLI710,Isolated anencephaly,N.A.,CELSR1; COBL; DVL3
CELSR1,OLI710,Isolated anencephaly,N.A.,CELSR1; COBL; DVL3
COBL,OLI710,Isolated anencephaly,N.A.,CELSR1; COBL; DVL3
ZNRF3,OLI711,Isolated anencephaly,N.A.,FAT4; ZNRF3
FAT4,OLI711,Isolated anencephaly,N.A.,FAT4; ZNRF3
FZD6,OLI712,Isolated anencephaly,N.A.,FAT4; FOLR3; FZD6
FOLR3,OLI712,Isolated anencephaly,N.A.,FAT4; FOLR3; FZD6
FAT4,OLI712,Isolated anencephaly,N.A.,FAT4; FOLR3; FZD6
ALX1,OLI713,Isolated anencephaly,N.A.,ALX1; MTRR; ZIC3
MTRR,OLI713,Isolated anencephaly,N.A.,ALX1; MTRR; ZIC3
ZIC3,OLI713,Isolated anencephaly,N.A.,ALX1; MTRR; ZIC3
CELSR3,OLI714,Isolated anencephaly,N.A.,CELSR3; CUBN; NOG; SHROOM1; TULP3
NOG,OLI714,Isolated anencephaly,N.A.,CELSR3; CUBN; NOG; SHROOM1; TULP3
SHROOM1,OLI714,Isolated anencephaly,N.A.,CELSR3; CUBN; NOG; SHROOM1; TULP3
TULP3,OLI714,Isolated anencephaly,N.A.,CELSR3; CUBN; NOG; SHROOM1; TULP3
CUBN,OLI714,Isolated anencephaly,N.A.,CELSR3; CUBN; NOG; SHROOM1; TULP3
NOS3,OLI715,Isolated anencephaly,N.A.,INSR; NOS3
INSR,OLI715,Isolated anencephaly,N.A.,INSR; NOS3
SHROOM1,OLI716,Isolated anencephaly,N.A.,CXCL6; INTU; SHROOM1
INTU,OLI716,Isolated anencephaly,N.A.,CXCL6; INTU; SHROOM1
CXCL6,OLI716,Isolated anencephaly,N.A.,CXCL6; INTU; SHROOM1
MTHFS,OLI717,Isolated anencephaly,N.A.,GRHL1; MTHFS
GRHL1,OLI717,Isolated anencephaly,N.A.,GRHL1; MTHFS
FZD6,OLI718,Isolated anencephaly,N.A.,ALX1; CTH; FZD6; MTHFD1; SALL4
MTHFD1,OLI718,Isolated anencephaly,N.A.,ALX1; CTH; FZD6; MTHFD1; SALL4
SALL4,OLI718,Isolated anencephaly,N.A.,ALX1; CTH; FZD6; MTHFD1; SALL4
ALX1,OLI718,Isolated anencephaly,N.A.,ALX1; CTH; FZD6; MTHFD1; SALL4
CTH,OLI718,Isolated anencephaly,N.A.,ALX1; CTH; FZD6; MTHFD1; SALL4
BHMT,OLI719,Isolated anencephaly,N.A.,BHMT; PAX3
PAX3,OLI719,Isolated anencephaly,N.A.,BHMT; PAX3
PDGFRA,OLI720,Isolated anencephaly,N.A.,CELSR2; GLDC; PDGFRA; SHROOM1
GLDC,OLI720,Isolated anencephaly,N.A.,CELSR2; GLDC; PDGFRA; SHROOM1
SHROOM1,OLI720,Isolated anencephaly,N.A.,CELSR2; GLDC; PDGFRA; SHROOM1
CELSR2,OLI720,Isolated anencephaly,N.A.,CELSR2; GLDC; PDGFRA; SHROOM1
WNT9A,OLI721,Isolated anencephaly,N.A.,ARID1A; WNT9A
ARID1A,OLI721,Isolated anencephaly,N.A.,ARID1A; WNT9A
SCRIB,OLI722,Isolated anencephaly,N.A.,BRCA1; NOS3; SCRIB; ZIC3
BRCA1,OLI722,Isolated anencephaly,N.A.,BRCA1; NOS3; SCRIB; ZIC3
ZIC3,OLI722,Isolated anencephaly,N.A.,BRCA1; NOS3; SCRIB; ZIC3
NOS3,OLI722,Isolated anencephaly,N.A.,BRCA1; NOS3; SCRIB; ZIC3
SALL2,OLI723,Isolated anencephaly,N.A.,INVS; NID1; NOS2; SALL2; SCRIB; SHROOM2
SCRIB,OLI723,Isolated anencephaly,N.A.,INVS; NID1; NOS2; SALL2; SCRIB; SHROOM2
INVS,OLI723,Isolated anencephaly,N.A.,INVS; NID1; NOS2; SALL2; SCRIB; SHROOM2
NOS2,OLI723,Isolated anencephaly,N.A.,INVS; NID1; NOS2; SALL2; SCRIB; SHROOM2
SHROOM2,OLI723,Isolated anencephaly,N.A.,INVS; NID1; NOS2; SALL2; SCRIB; SHROOM2
NID1,OLI723,Isolated anencephaly,N.A.,INVS; NID1; NOS2; SALL2; SCRIB; SHROOM2
SNX13,OLI724,Isolated anencephaly,N.A.,DACT1; FTCD; NAT1; SNX13
NAT1,OLI724,Isolated anencephaly,N.A.,DACT1; FTCD; NAT1; SNX13
DACT1,OLI724,Isolated anencephaly,N.A.,DACT1; FTCD; NAT1; SNX13
FTCD,OLI724,Isolated anencephaly,N.A.,DACT1; FTCD; NAT1; SNX13
GART,OLI725,Isolated anencephaly,N.A.,ADGRA3; GART; TXN2
ADGRA3,OLI725,Isolated anencephaly,N.A.,ADGRA3; GART; TXN2
TXN2,OLI725,Isolated anencephaly,N.A.,ADGRA3; GART; TXN2
BHMT,OLI726,Isolated anencephaly,N.A.,ALDH1A2; BHMT; COBL; CUBN
CUBN,OLI726,Isolated anencephaly,N.A.,ALDH1A2; BHMT; COBL; CUBN
COBL,OLI726,Isolated anencephaly,N.A.,ALDH1A2; BHMT; COBL; CUBN
ALDH1A2,OLI726,Isolated anencephaly,N.A.,ALDH1A2; BHMT; COBL; CUBN
SARDH,OLI727,Isolated anencephaly,N.A.,COQ3; SARDH
COQ3,OLI727,Isolated anencephaly,N.A.,COQ3; SARDH
GRHL2,OLI728,Isolated anencephaly,N.A.,GRHL2; LAMC1
LAMC1,OLI728,Isolated anencephaly,N.A.,GRHL2; LAMC1
ALX1,OLI729,Isolated anencephaly,N.A.,ALX1; BRD2; CELSR3; CUBN; SHROOM3
CELSR3,OLI729,Isolated anencephaly,N.A.,ALX1; BRD2; CELSR3; CUBN; SHROOM3
SHROOM3,OLI729,Isolated anencephaly,N.A.,ALX1; BRD2; CELSR3; CUBN; SHROOM3
CUBN,OLI729,Isolated anencephaly,N.A.,ALX1; BRD2; CELSR3; CUBN; SHROOM3
BRD2,OLI729,Isolated anencephaly,N.A.,ALX1; BRD2; CELSR3; CUBN; SHROOM3
AHCY,OLI730,Isolated anencephaly,N.A.,AHCY; SCRIB
SCRIB,OLI730,Isolated anencephaly,N.A.,AHCY; SCRIB
CELSR2,OLI731,Isolated anencephaly,N.A.,CELSR2; PTK7
PTK7,OLI731,Isolated anencephaly,N.A.,CELSR2; PTK7
SALL2,OLI732,Isolated anencephaly,N.A.,DVL1; SALL2
DVL1,OLI732,Isolated anencephaly,N.A.,DVL1; SALL2
SETD2,OLI733,Isolated anencephaly,N.A.,ARID1A; NKX2-8; PCYT1A; SETD2
NKX2-8,OLI733,Isolated anencephaly,N.A.,ARID1A; NKX2-8; PCYT1A; SETD2
PCYT1A,OLI733,Isolated anencephaly,N.A.,ARID1A; NKX2-8; PCYT1A; SETD2
ARID1A,OLI733,Isolated anencephaly,N.A.,ARID1A; NKX2-8; PCYT1A; SETD2
CELSR2,OLI734,Craniorachischisis,Q00.1,CELSR2; GLDC; SHROOM4
GLDC,OLI734,Craniorachischisis,Q00.1,CELSR2; GLDC; SHROOM4
SHROOM4,OLI734,Craniorachischisis,Q00.1,CELSR2; GLDC; SHROOM4
FAT4,OLI735,Isolated anencephaly,N.A.,FAT4; JARID2
JARID2,OLI735,Isolated anencephaly,N.A.,FAT4; JARID2
CELSR2,OLI736,Isolated anencephaly,N.A.,CELSR2; INVS
INVS,OLI736,Isolated anencephaly,N.A.,CELSR2; INVS
TRDMT1,OLI737,Isolated anencephaly,N.A.,CELSR3; JARID2; TRDMT1
CELSR3,OLI737,Isolated anencephaly,N.A.,CELSR3; JARID2; TRDMT1
JARID2,OLI737,Isolated anencephaly,N.A.,CELSR3; JARID2; TRDMT1
RNMT,OLI738,Isolated anencephaly,N.A.,CELSR1; MTHFD1L; RNMT
CELSR1,OLI738,Isolated anencephaly,N.A.,CELSR1; MTHFD1L; RNMT
MTHFD1L,OLI738,Isolated anencephaly,N.A.,CELSR1; MTHFD1L; RNMT
EPCAM,OLI739,Isolated anencephaly,N.A.,ADGRA3; EPCAM
ADGRA3,OLI739,Isolated anencephaly,N.A.,ADGRA3; EPCAM
GLDC,OLI740,Isolated anencephaly,N.A.,DCHS1; GLDC; SHROOM2
DCHS1,OLI740,Isolated anencephaly,N.A.,DCHS1; GLDC; SHROOM2
SHROOM2,OLI740,Isolated anencephaly,N.A.,DCHS1; GLDC; SHROOM2
ALDH1L1,OLI741,Isolated anencephaly,N.A.,ALDH1L1; NID1
NID1,OLI741,Isolated anencephaly,N.A.,ALDH1L1; NID1
NOS2,OLI742,Isolated anencephaly,N.A.,GART; NOS2
GART,OLI742,Isolated anencephaly,N.A.,GART; NOS2
BHMT,OLI743,Isolated anencephaly,N.A.,BHMT; SHMT1
SHMT1,OLI743,Isolated anencephaly,N.A.,BHMT; SHMT1
FAT4,OLI744,Isolated anencephaly,N.A.,ALX1; FAT4; FZD1; ZNRF3
ZNRF3,OLI744,Isolated anencephaly,N.A.,ALX1; FAT4; FZD1; ZNRF3
ALX1,OLI744,Isolated anencephaly,N.A.,ALX1; FAT4; FZD1; ZNRF3
FZD1,OLI744,Isolated anencephaly,N.A.,ALX1; FAT4; FZD1; ZNRF3
SFRP1,OLI745,Isolated anencephaly,N.A.,CAT; DVL1; SFRP1
DVL1,OLI745,Isolated anencephaly,N.A.,CAT; DVL1; SFRP1
CAT,OLI745,Isolated anencephaly,N.A.,CAT; DVL1; SFRP1
FAT4,OLI746,Isolated anencephaly,N.A.,CELSR2; FAT4; MED12
MED12,OLI746,Isolated anencephaly,N.A.,CELSR2; FAT4; MED12
CELSR2,OLI746,Isolated anencephaly,N.A.,CELSR2; FAT4; MED12
CELSR2,OLI747,Isolated anencephaly,N.A.,CELSR2; NOG; SOD2
SOD2,OLI747,Isolated anencephaly,N.A.,CELSR2; NOG; SOD2
NOG,OLI747,Isolated anencephaly,N.A.,CELSR2; NOG; SOD2
SALL2,OLI748,Isolated anencephaly,N.A.,BRCA1; DLC1; SALL2; TMEM231
TMEM231,OLI748,Isolated anencephaly,N.A.,BRCA1; DLC1; SALL2; TMEM231
BRCA1,OLI748,Isolated anencephaly,N.A.,BRCA1; DLC1; SALL2; TMEM231
DLC1,OLI748,Isolated anencephaly,N.A.,BRCA1; DLC1; SALL2; TMEM231
NAT1,OLI749,Isolated anencephaly,N.A.,CELSR1; NAT1
CELSR1,OLI749,Isolated anencephaly,N.A.,CELSR1; NAT1
XRCC1,OLI750,Isolated anencephaly,N.A.,COBL; XRCC1
COBL,OLI750,Isolated anencephaly,N.A.,COBL; XRCC1
NID1,OLI751,Isolated anencephaly,N.A.,DVL1; NID1; SETD2; SHROOM1
DVL1,OLI751,Isolated anencephaly,N.A.,DVL1; NID1; SETD2; SHROOM1
SETD2,OLI751,Isolated anencephaly,N.A.,DVL1; NID1; SETD2; SHROOM1
SHROOM1,OLI751,Isolated anencephaly,N.A.,DVL1; NID1; SETD2; SHROOM1
NOS3,OLI752,Isolated anencephaly,N.A.,NOS3; ROR2
ROR2,OLI752,Isolated anencephaly,N.A.,NOS3; ROR2
NOS1,OLI753,Isolated anencephaly,N.A.,CELSR2; NOS1; SHROOM2
SHROOM2,OLI753,Isolated anencephaly,N.A.,CELSR2; NOS1; SHROOM2
CELSR2,OLI753,Isolated anencephaly,N.A.,CELSR2; NOS1; SHROOM2
ROR2,OLI754,Isolated anencephaly,N.A.,GAPDH; ROR2
GAPDH,OLI754,Isolated anencephaly,N.A.,GAPDH; ROR2
RFC1,OLI755,Isolated anencephaly,N.A.,RFC1; TP53
TP53,OLI755,Isolated anencephaly,N.A.,RFC1; TP53
ZNRF3,OLI756,Isolated anencephaly,N.A.,COBL; NOG; ZNRF3
COBL,OLI756,Isolated anencephaly,N.A.,COBL; NOG; ZNRF3
NOG,OLI756,Isolated anencephaly,N.A.,COBL; NOG; ZNRF3
FAT4,OLI757,Isolated anencephaly,N.A.,DLC1; FAT4
DLC1,OLI757,Isolated anencephaly,N.A.,DLC1; FAT4
SNX13,OLI758,Isolated anencephaly,N.A.,ADGRA3; CELSR1; COBL; CUBN; SCRIB; SNX13
SCRIB,OLI758,Isolated anencephaly,N.A.,ADGRA3; CELSR1; COBL; CUBN; SCRIB; SNX13
COBL,OLI758,Isolated anencephaly,N.A.,ADGRA3; CELSR1; COBL; CUBN; SCRIB; SNX13
CUBN,OLI758,Isolated anencephaly,N.A.,ADGRA3; CELSR1; COBL; CUBN; SCRIB; SNX13
ADGRA3,OLI758,Isolated anencephaly,N.A.,ADGRA3; CELSR1; COBL; CUBN; SCRIB; SNX13
CELSR1,OLI758,Isolated anencephaly,N.A.,ADGRA3; CELSR1; COBL; CUBN; SCRIB; SNX13
ZIC3,OLI759,Isolated anencephaly,N.A.,CBS; ZIC3
CBS,OLI759,Isolated anencephaly,N.A.,CBS; ZIC3
GLDC,OLI760,Isolated anencephaly,N.A.,DACT1; GLDC; ST14
DACT1,OLI760,Isolated anencephaly,N.A.,DACT1; GLDC; ST14
ST14,OLI760,Isolated anencephaly,N.A.,DACT1; GLDC; ST14
AHCY,OLI761,Craniorachischisis,Q00.1,AHCY; AMBRA1; CXCL6; INVS; PRICKLE2
PRICKLE2,OLI761,Craniorachischisis,Q00.1,AHCY; AMBRA1; CXCL6; INVS; PRICKLE2
INVS,OLI761,Craniorachischisis,Q00.1,AHCY; AMBRA1; CXCL6; INVS; PRICKLE2
CXCL6,OLI761,Craniorachischisis,Q00.1,AHCY; AMBRA1; CXCL6; INVS; PRICKLE2
AMBRA1,OLI761,Craniorachischisis,Q00.1,AHCY; AMBRA1; CXCL6; INVS; PRICKLE2
DLC1,OLI762,Isolated anencephaly,N.A.,DLC1; FAT4
FAT4,OLI762,Isolated anencephaly,N.A.,DLC1; FAT4
NAT1,OLI763,Isolated anencephaly,N.A.,CELSR2; NAT1; SNX13
SNX13,OLI763,Isolated anencephaly,N.A.,CELSR2; NAT1; SNX13
CELSR2,OLI763,Isolated anencephaly,N.A.,CELSR2; NAT1; SNX13
SOD1,OLI764,Amyotrophic lateral sclerosis,G12.2,C9orf72; SOD1
C9orf72,OLI764,Amyotrophic lateral sclerosis,G12.2,C9orf72; SOD1
C9orf72,OLI765,Amyotrophic lateral sclerosis,G12.2,C9orf72; TARDBP
TARDBP,OLI765,Amyotrophic lateral sclerosis,G12.2,C9orf72; TARDBP
MAP3K1,OLI766,"46,XY disorder of sex development",N.A.,MAP3K1; NR5A1
NR5A1,OLI766,"46,XY disorder of sex development",N.A.,MAP3K1; NR5A1
CYP1B1,OLI767,Congenital glaucoma,Q15.0,CYP1B1; PITX2
PITX2,OLI767,Congenital glaucoma,Q15.0,CYP1B1; PITX2
CYP1B1,OLI768,Congenital glaucoma,Q15.0,CYP1B1; PITX2
PITX2,OLI768,Congenital glaucoma,Q15.0,CYP1B1; PITX2
VCP,OLI769,Amyotrophic lateral sclerosis,G12.2,C9orf72; VCP
C9orf72,OLI769,Amyotrophic lateral sclerosis,G12.2,C9orf72; VCP
TARDBP,OLI770,Amyotrophic lateral sclerosis,G12.2,C9orf72; TARDBP
C9orf72,OLI770,Amyotrophic lateral sclerosis,G12.2,C9orf72; TARDBP
UBQLN2,OLI771,Amyotrophic lateral sclerosis,G12.2,C9orf72; UBQLN2
C9orf72,OLI771,Amyotrophic lateral sclerosis,G12.2,C9orf72; UBQLN2
ALS2,OLI772,Amyotrophic lateral sclerosis,G12.2,ALS2; C9orf72
C9orf72,OLI772,Amyotrophic lateral sclerosis,G12.2,ALS2; C9orf72
ANG,OLI773,Amyotrophic lateral sclerosis,G12.2,ANG; C9orf72
C9orf72,OLI773,Amyotrophic lateral sclerosis,G12.2,ANG; C9orf72
OPTN,OLI774,Amyotrophic lateral sclerosis,G12.2,C9orf72; OPTN
C9orf72,OLI774,Amyotrophic lateral sclerosis,G12.2,C9orf72; OPTN
SOD1,OLI775,Amyotrophic lateral sclerosis,G12.2,FUS; SOD1
FUS,OLI775,Amyotrophic lateral sclerosis,G12.2,FUS; SOD1
OPTN,OLI776,Amyotrophic lateral sclerosis,G12.2,FUS; OPTN
FUS,OLI776,Amyotrophic lateral sclerosis,G12.2,FUS; OPTN
SOD1,OLI777,Amyotrophic lateral sclerosis,G12.2,SOD1; UBQLN2
UBQLN2,OLI777,Amyotrophic lateral sclerosis,G12.2,SOD1; UBQLN2
SOD1,OLI778,Amyotrophic lateral sclerosis,G12.2,ALS2; SOD1
ALS2,OLI778,Amyotrophic lateral sclerosis,G12.2,ALS2; SOD1
FGFR1,OLI779,Kallmann syndrome,E23.0,FGF8; FGFR1
FGF8,OLI779,Kallmann syndrome,E23.0,FGF8; FGFR1
GNRHR,OLI780,Normosmic congenital hypogonadotropic hypogonadism,E23.0,GNRHR; KISS1R
KISS1R,OLI780,Normosmic congenital hypogonadotropic hypogonadism,E23.0,GNRHR; KISS1R
MEI1,OLI781,Male infertility due to sperm disorder,N46,MEI1; TEX11
TEX11,OLI781,Male infertility due to sperm disorder,N46,MEI1; TEX11
MEI1,OLI782,Male infertility due to sperm disorder,N46,MEI1; SPATA17
SPATA17,OLI782,Male infertility due to sperm disorder,N46,MEI1; SPATA17
UBR2,OLI783,Male infertility due to sperm disorder,N46,ART3; UBR2
ART3,OLI783,Male infertility due to sperm disorder,N46,ART3; UBR2
ATXN2,OLI784,Amyotrophic lateral sclerosis,G12.2,ATXN2; DCTN1
DCTN1,OLI784,Amyotrophic lateral sclerosis,G12.2,ATXN2; DCTN1
SETX,OLI785,Amyotrophic lateral sclerosis,G12.2,ATXN2; SETX
ATXN2,OLI785,Amyotrophic lateral sclerosis,G12.2,ATXN2; SETX
ATXN2,OLI786,Amyotrophic lateral sclerosis,G12.2,ATXN2; SETX
SETX,OLI786,Amyotrophic lateral sclerosis,G12.2,ATXN2; SETX
ABCA7,OLI787,Arthrogryposis syndrome,Q68.8,ABCA7; ADNP; COL6A3
ADNP,OLI787,Arthrogryposis syndrome,Q68.8,ABCA7; ADNP; COL6A3
COL6A3,OLI787,Arthrogryposis syndrome,Q68.8,ABCA7; ADNP; COL6A3
COL6A3,OLI788,Arthrogryposis syndrome,Q68.8,ABCA7; ADNP; COL6A3
ABCA7,OLI788,Arthrogryposis syndrome,Q68.8,ABCA7; ADNP; COL6A3
ADNP,OLI788,Arthrogryposis syndrome,Q68.8,ABCA7; ADNP; COL6A3
FLII,OLI789,Arthrogryposis syndrome,Q68.8,ECEL1; FLII
ECEL1,OLI789,Arthrogryposis syndrome,Q68.8,ECEL1; FLII
MYO18B,OLI790,Arthrogryposis syndrome,Q68.8,MYO18B; RYR3
RYR3,OLI790,Arthrogryposis syndrome,Q68.8,MYO18B; RYR3
NEB,OLI791,Arthrogryposis syndrome,Q68.8,MID1IP1; NEB
MID1IP1,OLI791,Arthrogryposis syndrome,Q68.8,MID1IP1; NEB
AP4M1,OLI792,Arthrogryposis syndrome,Q68.8,AP4M1; GBE1; TAF9B
TAF9B,OLI792,Arthrogryposis syndrome,Q68.8,AP4M1; GBE1; TAF9B
GBE1,OLI792,Arthrogryposis syndrome,Q68.8,AP4M1; GBE1; TAF9B
CIT,OLI793,Arthrogryposis syndrome,Q68.8,CIT; MYOM3; SPEG
SPEG,OLI793,Arthrogryposis syndrome,Q68.8,CIT; MYOM3; SPEG
MYOM3,OLI793,Arthrogryposis syndrome,Q68.8,CIT; MYOM3; SPEG
COL6A3,OLI794,Arthrogryposis syndrome,Q68.8,COL6A3; FBN2
FBN2,OLI794,Arthrogryposis syndrome,Q68.8,COL6A3; FBN2
FBN2,OLI795,Arthrogryposis syndrome,Q68.8,COL6A3; FBN2
COL6A3,OLI795,Arthrogryposis syndrome,Q68.8,COL6A3; FBN2
COG6,OLI796,Arthrogryposis syndrome,Q68.8,COG6; MED27
MED27,OLI796,Arthrogryposis syndrome,Q68.8,COG6; MED27
KLHL7,OLI797,Arthrogryposis syndrome,Q68.8,HOXA11; KLHL7; TNRC6C
TNRC6C,OLI797,Arthrogryposis syndrome,Q68.8,HOXA11; KLHL7; TNRC6C
HOXA11,OLI797,Arthrogryposis syndrome,Q68.8,HOXA11; KLHL7; TNRC6C
BRWD3,OLI798,Arthrogryposis syndrome,Q68.8,BRWD3; DRG1; TANC1
DRG1,OLI798,Arthrogryposis syndrome,Q68.8,BRWD3; DRG1; TANC1
TANC1,OLI798,Arthrogryposis syndrome,Q68.8,BRWD3; DRG1; TANC1
TPM2,OLI799,Arthrogryposis syndrome,Q68.8,ABCA7; SPEG; TPM2
ABCA7,OLI799,Arthrogryposis syndrome,Q68.8,ABCA7; SPEG; TPM2
SPEG,OLI799,Arthrogryposis syndrome,Q68.8,ABCA7; SPEG; TPM2
CFTR,OLI800,Cystic fibrosis,E84.9,CFTR; SCNN1A
SCNN1A,OLI800,Cystic fibrosis,E84.9,CFTR; SCNN1A
SERPINA1,OLI801,Cystic fibrosis,E84.9,CFTR; SERPINA1
CFTR,OLI801,Cystic fibrosis,E84.9,CFTR; SERPINA1
SCNN1G,OLI802,Cystic fibrosis,E84.9,CFTR; SCNN1A; SCNN1G
